Station Na,Station Id,State Code,State Name,Network Co,Network Na,Elevation,Latitude,Longitude,County Nam,County Cod,Start Date,End Date,Aspect_tif,Slope_tif1,join_lat,join_lon,distance,Station_name
Granite Creek,497,WY,WYOMING,SNTL,SNOTEL,6770,43.34298,-110.43495,Teton,39,10/1/1987,1/1/2100,285.09396,4.333,43.349128914791,-110.465410506849,0.0310749357296969,Granite_Creek
Granite Peak,498,NV,NEVADA,SNTL,SNOTEL,8503,41.67032,-117.56668,Humboldt,13,10/1/1980,1/1/2100,80.79314,12.99188,41.6445967282958,-117.552665575342,0.0292931870178475,Granite_Peak
Grassy Lake,499,WY,WYOMING,SNTL,SNOTEL,7265,44.12612,-110.83435,Teton,39,9/1/1962,1/1/2100,167.05688,7.03134,44.1445772684887,-110.838423931507,0.0189015258111018,Grassy_Lake
Grave Creek,500,MT,MONTANA,SNTL,SNOTEL,4300,48.91453,-114.76663,Flathead,29,10/1/1968,1/1/2100,121.33372,12.7075,48.9172673906752,-114.755064890411,0.0118846568109583,Grave_Creek
Grave Springs,501,WY,WYOMING,SNTL,SNOTEL,8550,43.46643,-107.23977,Natrona,25,10/1/1991,1/1/2100,46.61526,3.94279,43.4627643938907,-107.232627493151,0.0080282047953735,Grave_Springs
Green Lake,502,WA,WASHINGTON,SNTL,SNOTEL,5920,46.54741,-121.17093,Yakima,77,10/1/1981,1/1/2100,79.20468,5.10466,46.530922329582,-121.158462013699,0.0206710899135648,Green_Lake
Green Mountain,503,NV,NEVADA,SNTL,SNOTEL,8185,40.3848,-115.52757,Elko,7,10/1/1980,1/1/2100,234.81409,18.52357,40.3946064581994,-115.501091739726,0.0282358794719498,Green_Mountain
Greenpoint,504,OR,OREGON,SNTL,SNOTEL,3310,45.62237,-121.70415,Hood River,27,10/1/1978,1/1/2100,22.33606,8.76636,45.6218384967846,-121.717982150685,0.01384235847826,Greenpoint
Gros Ventre Summit,506,WY,WYOMING,SNTL,SNOTEL,8750,43.38939,-110.12943,Teton,39,4/1/1976,1/1/2100,359.42984,0.8156,43.4059466543408,-110.154565986301,0.0300988473248505,Gros_Ventre_Summit
Gunsight Pass,944,WY,WYOMING,SNTL,SNOTEL,9820,43.38332,-109.87815,Sublette,35,9/1/1998,1/1/2100,209.4796,13.54109,43.4059466543408,-109.905890369863,0.0357979553437638,Gunsight_Pass
Hagans Meadow,508,CA,CALIFORNIA,SNTL,SNOTEL,7742,38.8519,-119.9374,El Dorado,17,10/1/1978,1/1/2100,193.6149,6.57443,38.8605274903537,-119.915083931507,0.0239257288872731,Hagans_Meadow
Hams Fork,509,WY,WYOMING,SNTL,SNOTEL,7840,42.146,-110.67833,Lincoln,23,10/1/1984,1/1/2100,243.83203,12.53751,42.1559563842444,-110.651917219178,0.0282270185810168,Hams_Fork
Hansen Sawmill,512,WY,WYOMING,SNTL,SNOTEL,8360,44.25602,-106.97983,Johnson,19,10/1/1979,1/1/2100,114.94386,4.97215,44.2582127475884,-106.983951876712,0.00466883386032355,Hansen_Sawmill
Hawkins Lake,516,MT,MONTANA,SNTL,SNOTEL,6450,48.9723,-115.95337,Lincoln,53,10/1/1968,1/1/2100,80.96276,14.34138,48.9740851302251,-115.936274068493,0.0171888790795861,Hawkins_Lake
Hemlock Butte,520,ID,IDAHO,SNTL,SNOTEL,5810,46.48111,-115.63361,Clearwater,35,10/1/1982,1/1/2100,15.41865,34.30747,46.4741045900322,-115.625429547945,0.010770123705936,Hemlock_Butte
Hilts Creek,524,ID,IDAHO,SNTL,SNOTEL,8000,44.01897,-113.4723,Custer,37,10/1/1979,1/1/2100,26.82383,22.85457,44.0309417893891,-113.44951790411,0.0257361153696191,Hilts_Creek
Hobbs Park,525,WY,WYOMING,SNTL,SNOTEL,10100,42.86984,-109.09455,Fremont,13,10/1/1978,1/1/2100,4.95282,8.78495,42.8945869983923,-109.097694616438,0.024945992503215,Hobbs_Park
Holland Meadows,529,OR,OREGON,SNTL,SNOTEL,4930,43.66917,-122.56877,Lane,39,10/1/1979,1/1/2100,354.53806,2.84029,43.69003535209,-122.588346808219,0.0286114371866063,Holland_Meadows
Hoodoo Basin,530,MT,MONTANA,SNTL,SNOTEL,6050,46.9751,-115.0349,Mineral,61,10/1/1966,1/1/2100,3.06462,8.93541,46.9854642459807,-115.065909410959,0.03269558323035,Hoodoo_Basin
Hopewell,532,NM,NEW MEXICO,SNTL,SNOTEL,10095,36.71632,-106.2637,Rio Arriba,39,10/1/1978,1/1/2100,24.74596,9.93647,36.7014533874598,-106.237925027397,0.0297550900033266,Hopewell
Huckleberry Creek,928,WA,WASHINGTON,SNTL,SNOTEL,2250,47.06565,-121.58778,Pierce,53,10/1/1997,1/1/2100,347.97882,9.10644,47.0422819855305,-121.593644342466,0.0240926256934627,Huckleberry_Creek
Humboldt Gulch,535,ID,IDAHO,SNTL,SNOTEL,4250,47.53178,-115.77643,Shoshone,79,10/1/1978,1/1/2100,263.16449,9.80118,47.5536416414791,-115.749767356164,0.034479384340307,Humboldt_Gulch
Hyndman,537,ID,IDAHO,SNTL,SNOTEL,7620,43.71077,-114.15894,Blaine,13,10/1/1979,1/1/2100,198.51672,7.63119,43.69003535209,-114.133375849315,0.0329158233103307,Hyndman
Idarado,538,CO,COLORADO,SNTL,SNOTEL,9812,37.93389,-107.6762,Ouray,91,10/1/1979,1/1/2100,270.7883,10.94916,37.9514436575563,-107.667809821918,0.0194557441865225,Idarado
Independence Camp,539,CA,CALIFORNIA,SNTL,SNOTEL,6980,39.45269,-120.29367,Sierra,91,10/1/1978,1/1/2100,143.72675,1.03604,39.4287048858521,-120.288097356164,0.0246239732783044,Independence_Camp
Independence Creek,540,CA,CALIFORNIA,SNTL,SNOTEL,6436,39.49001,-120.28226,Sierra,91,10/1/1980,1/1/2100,63.00666,7.01705,39.4855226254019,-120.288097356164,0.00736282946761306,Independence_Creek
Independence Pass,542,CO,COLORADO,SNTL,SNOTEL,10598,39.07543,-106.61154,Pitkin,97,10/1/1979,1/1/2100,242.13977,10.22024,39.0877984485531,-106.610938452055,0.0123830682603681,Independence_Pass
Indian Creek,544,WY,WYOMING,SNTL,SNOTEL,9425,42.30023,-110.67753,Lincoln,23,10/1/1979,1/1/2100,297.13995,3.97474,42.3264096028939,-110.651917219178,0.0366249388957586,Indian_Creek
Irish Taylor,545,OR,OREGON,SNTL,SNOTEL,5540,43.80368,-121.94793,Deschutes,17,10/1/1978,1/1/2100,344.59485,14.78328,43.8036708311897,-121.966657767123,0.0187277693674465,Irish_Taylor
Island Park,546,ID,IDAHO,SNTL,SNOTEL,6290,44.4203,-111.38512,Fremont,43,10/1/1979,1/1/2100,169.06406,0.20817,44.4286659662379,-111.397944068493,0.0153116336100033,Island_Park
Ivanhoe,547,CO,COLORADO,SNTL,SNOTEL,10541,39.29228,-106.54907,Pitkin,97,10/1/1991,1/1/2100,155.27127,17.22225,39.3150694067524,-106.548769547945,0.0227913872233302,Ivanhoe
Jackson Peak,550,ID,IDAHO,SNTL,SNOTEL,7070,44.05092,-115.44322,Boise,15,10/1/1979,1/1/2100,39.40748,8.63081,44.0309417893891,-115.438922835616,0.0204351295801283,Jackson_Peak
Jump Off Joe,552,OR,OREGON,SNTL,SNOTEL,3520,44.38605,-122.16683,Linn,43,10/1/1978,1/1/2100,169.47565,5.34021,44.3718482266881,-122.153164479452,0.0197088004975028,Jump_Off_Joe
Kelley R.S.,554,WY,WYOMING,SNTL,SNOTEL,8180,42.26554,-110.80177,Lincoln,23,10/1/1963,1/1/2100,142.71394,10.27476,42.269591863344,-110.776255027397,0.025834694182253,Kelley_R_S
Kendall R.S.,555,WY,WYOMING,SNTL,SNOTEL,7740,43.2493,-110.01662,Sublette,35,10/1/1984,1/1/2100,266.59573,13.26778,43.2354934356913,-110.030228178082,0.0193856578098709,Kendall_R_S
Kiln,556,CO,COLORADO,SNTL,SNOTEL,9624,39.3172,-106.61501,Pitkin,97,10/1/1979,1/1/2100,297.78296,3.85267,39.3150694067524,-106.610938452055,0.00459531612135383,Kiln
King Mountain,558,OR,OREGON,SNTL,SNOTEL,4340,42.72395,-123.20037,Jackson,29,10/1/1979,1/1/2100,359.46561,24.36527,42.7241337797428,-123.210035849315,0.0096675962872953,King_Mountain
Kirwin,560,WY,WYOMING,SNTL,SNOTEL,9550,43.86067,-109.32163,Park,29,10/1/1979,1/1/2100,327.80991,21.18119,43.8604885707395,-109.346370232877,0.024740898111935,Kirwin
Kraft Creek,562,MT,MONTANA,SNTL,SNOTEL,4750,47.42749,-113.77515,Missoula,63,10/1/1979,1/1/2100,20.31408,9.1288,47.4400061623794,-113.760362424658,0.0193733503866199,Kraft_Creek
Lake Irene,565,CO,COLORADO,SNTL,SNOTEL,10682,40.41446,-105.81941,Grand,49,10/1/1978,1/1/2100,128.69084,8.76191,40.3946064581994,-105.80274269863,0.0259222309415451,Lake_Irene
Lakeview Ridge,568,MT,MONTANA,SNTL,SNOTEL,7400,44.58907,-111.82498,Beaverhead,1,10/1/1960,1/1/2100,40.01521,6.11658,44.5991191848875,-111.83312639726,0.0129363791387306,Lakeview_Ridge
Lamoille #3,570,NV,NEVADA,SNTL,SNOTEL,8051,40.6448,-115.3812,Elko,7,10/1/1980,1/1/2100,240.14319,9.62116,40.6218774163987,-115.376753931507,0.0233497829540834,Lamoille_#3
Laurel Draw,573,NV,NEVADA,SNTL,SNOTEL,6682,41.77637,-116.02957,Elko,7,10/1/1979,1/1/2100,14.71618,8.30498,41.7582322073955,-116.060611876712,0.0359524356666769,Laurel_Draw
Leavitt Lake,574,CA,CALIFORNIA,SNTL,SNOTEL,9604,38.27594,-119.61281,Mono,51,10/1/1989,1/1/2100,349.09164,16.41765,38.2923500948553,-119.604239410959,0.0185134062146796,Leavitt_Lake
Leavitt Meadows,575,CA,CALIFORNIA,SNTL,SNOTEL,7198,38.30367,-119.55111,Mono,51,10/1/1980,1/1/2100,341.06116,2.3631,38.2923500948553,-119.542070506849,0.0144862931390939,Leavitt_Meadows
Lemhi Ridge,576,MT,MONTANA,SNTL,SNOTEL,8100,44.9938,-113.44399,Beaverhead,1,1/1/1971,1/1/2100,133.49467,13.93339,44.9968433617363,-113.44951790411,0.00631029115867956,Lemhi_Ridge
Lewis Lake Divide,577,WY,WYOMING,SNTL,SNOTEL,7850,44.20862,-110.66628,Teton,39,9/1/1963,1/1/2100,155.48248,0.85483,44.2013950080386,-110.651917219178,0.0160776236360678,Lewis_Lake_Divide
Lick Creek,578,MT,MONTANA,SNTL,SNOTEL,6860,45.5041,-110.96625,Gallatin,31,10/1/1963,1/1/2100,331.61975,10.20513,45.5082030176849,-110.962761739726,0.00538541677697547,Lick_Creek
Little Warm,585,WY,WYOMING,SNTL,SNOTEL,9370,43.50278,-109.752,Fremont,13,10/1/1978,1/1/2100,47.98927,6.84714,43.5195821334405,-109.781552561644,0.0339950818189247,Little_Warm
Lizard Head Pass,586,CO,COLORADO,SNTL,SNOTEL,10193,37.79895,-107.92475,Dolores,33,10/1/1979,1/1/2100,300.55075,10.48386,37.7809904389067,-107.916485438356,0.0197698966570739,Lizard_Head_Pass
Lobdell Lake,587,CA,CALIFORNIA,SNTL,SNOTEL,9249,38.43745,-119.36572,Mono,51,10/1/1978,1/1/2100,347.46182,5.18336,38.4628033135048,-119.355563794521,0.0273118841423339,Lobdell_Lake
Lone Mountain,590,MT,MONTANA,SNTL,SNOTEL,8880,45.27412,-111.42692,Madison,57,10/1/1988,1/1/2100,183.43983,15.68596,45.2809320594855,-111.397944068493,0.0297658992999005,Lone_Mountain
Lookout,594,ID,IDAHO,SNTL,SNOTEL,5190,47.45749,-115.70457,Shoshone,79,10/1/1978,1/1/2100,2.96352,20.2383,47.4400061623794,-115.687598452055,0.0243663295880441,Lookout
Loomis Park,597,WY,WYOMING,SNTL,SNOTEL,8240,43.17387,-110.14007,Sublette,35,10/1/1979,1/1/2100,160.2627,3.90267,43.1786756961415,-110.154565986301,0.0152718150277945,Loomis_Park
Lost Horse,599,WA,WASHINGTON,SNTL,SNOTEL,5120,46.3575,-121.08095,Yakima,77,10/1/1989,1/1/2100,196.74669,3.01712,46.3604691109325,-121.096293109589,0.0156277519685158,Lost_Horse
Lost Lake,600,ID,IDAHO,SNTL,SNOTEL,6110,47.0809,-115.9604,Shoshone,79,10/1/1979,1/1/2100,99.11903,25.12743,47.0990997250804,-115.936274068493,0.0302206976107875,Lost_Lake
Lost-Wood Divide,601,ID,IDAHO,SNTL,SNOTEL,7900,43.82432,-114.26402,Blaine,13,10/1/1979,1/1/2100,100.03004,5.74598,43.8036708311897,-114.257713657534,0.0215906953999832,Lost-Wood_Divide
Lower Twin,603,MT,MONTANA,SNTL,SNOTEL,7900,45.50871,-111.92288,Madison,57,10/1/1976,1/1/2100,65.25571,2.36273,45.5082030176849,-111.89529530137,0.0275893571794668,Lower_Twin
Lubrecht Flume,604,MT,MONTANA,SNTL,SNOTEL,4680,46.88293,-113.32228,Missoula,63,10/1/1970,1/1/2100,175.60068,21.04168,46.871828766881,-113.32518009589,0.0114737933105648,Lubrecht_Flume
Lucky Strike,605,OR,OREGON,SNTL,SNOTEL,4970,45.27478,-118.8479,Umatilla,59,10/1/1978,1/1/2100,357.49258,11.55279,45.2809320594855,-118.858212561644,0.0120081956835503,Lucky_Strike
Madison Plateau,609,MT,MONTANA,SNTL,SNOTEL,7750,44.58623,-111.11627,Gallatin,31,10/1/1967,1/1/2100,355.94058,4.04064,44.5991191848875,-111.087099547945,0.0318911642960411,Madison_Plateau
Magic Mountain,610,ID,IDAHO,SNTL,SNOTEL,6880,42.18072,-114.28662,Twin Falls,83,10/1/1979,1/1/2100,348.40097,10.16334,42.1559563842444,-114.257713657534,0.0380632802061634,Magic_Mountain
Mancos,905,CO,COLORADO,SNTL,SNOTEL,10044,37.43109,-108.17005,Montezuma,83,8/30/1994,1/1/2100,260.72284,12.04886,37.4400840016077,-108.165161054795,0.0102368867404515,Mancos
Many Glacier,613,MT,MONTANA,SNTL,SNOTEL,4900,48.79698,-113.6705,Glacier,35,10/1/1976,1/1/2100,166.51013,5.01831,48.8036319115756,-113.698193520548,0.0284812044680708,Many_Glacier
Marion Forks,614,OR,OREGON,SNTL,SNOTEL,2590,44.59397,-121.97365,Linn,43,10/1/1979,1/1/2100,344.17181,7.1973,44.5991191848875,-121.966657767123,0.00868362974867118,Marion_Forks
Marquette,616,WY,WYOMING,SNTL,SNOTEL,8760,44.3016,-109.24019,Park,29,10/1/1979,1/1/2100,327.18567,20.7426,44.3150304871383,-109.222032424658,0.0225848517168598,Marquette
Maverick Fork,617,AZ,ARIZONA,SNTL,SNOTEL,9220,33.92123,-109.45872,Apache,1,10/1/1953,1/1/2100,78.92142,14.5846,33.9173841495177,-109.470708041096,0.0125898250683509,Maverick_Fork
Meadow Lake,620,ID,IDAHO,SNTL,SNOTEL,9150,44.43655,-113.31815,Lemhi,59,10/1/1979,1/1/2100,89.77628,10.74788,44.4286659662379,-113.32518009589,0.0105631546701018,Meadow_Lake
Meadows Pass,897,WA,WASHINGTON,SNTL,SNOTEL,3230,47.28312,-121.47197,King,33,10/1/1993,1/1/2100,230.08005,18.16347,47.2695529437299,-121.469306534247,0.0138260285567991,Meadows_Pass
Michigan Creek,937,CO,COLORADO,SNTL,SNOTEL,10702,39.43579,-105.91072,Park,93,8/10/1998,1/1/2100,71.39799,12.60219,39.4287048858521,-105.927080506849,0.0178287696391207,Michigan_Creek
Middle Creek,624,CO,COLORADO,SNTL,SNOTEL,11269,37.61779,-107.03932,Mineral,79,10/1/1979,1/1/2100,9.70734,6.95174,37.6105372202572,-107.046120780822,0.00994250641369236,Middle_Creek
Middle Powder,625,WY,WYOMING,SNTL,SNOTEL,7760,43.62728,-107.18138,Washakie,43,10/1/1978,1/1/2100,1.82901,17.91476,43.6332176125402,-107.170458589041,0.0124311085592925,Middle_Powder
Mineral Creek,629,CO,COLORADO,SNTL,SNOTEL,10046,37.84737,-107.72657,San Juan,111,10/1/1978,1/1/2100,304.40952,14.49477,37.8378081784566,-107.729978726027,0.0101512484136192,Mineral_Creek
Monument Peak,635,MT,MONTANA,SNTL,SNOTEL,8850,45.21759,-110.237,Park,67,10/1/1976,1/1/2100,339.19702,23.52058,45.2241143199357,-110.216734890411,0.0212894672849549,Monument_Peak
Moonshine,636,ID,IDAHO,SNTL,SNOTEL,7440,44.4147,-113.39812,Lemhi,59,10/1/1979,1/1/2100,150.81879,10.57107,44.4286659662379,-113.387349,0.0176369683891027,Moonshine
Mores Creek Summit,637,ID,IDAHO,SNTL,SNOTEL,6100,43.932,-115.66588,Boise,15,9/30/1978,1/1/2100,345.38458,14.8813,43.9173063102894,-115.687598452055,0.0262220456291412,Mores_Creek_Summit
Morse Lake,642,WA,WASHINGTON,SNTL,SNOTEL,5410,46.90585,-121.4827,Yakima,77,10/1/1978,1/1/2100,163.50813,28.29091,46.9286465064309,-121.469306534247,0.026439849287218,Morse_Lake
Moses Mtn,644,WA,WASHINGTON,SNTL,SNOTEL,5010,48.36163,-119.08159,Okanogan,47,10/1/1991,1/1/2100,153.38971,3.75557,48.3490899951768,-119.106888178082,0.0282356075768578,Moses_Mtn
Mosquito Ridge,645,ID,IDAHO,SNTL,SNOTEL,5260,48.05726,-116.23055,Shoshone,79,10/1/1978,1/1/2100,254.187,4.81879,48.0650012974276,-116.247118589041,0.0182878601447005,Mosquito_Ridge
Moss Peak,646,MT,MONTANA,SNTL,SNOTEL,6780,47.68493,-113.9623,Lake,47,4/1/1961,1/1/2100,10.42339,10.07645,47.6672771205788,-113.946869136986,0.0234464429118008,Moss_Peak
Moss Springs,647,OR,OREGON,SNTL,SNOTEL,5760,45.27173,-117.68747,Union,61,10/1/1979,1/1/2100,267.54074,3.08976,45.2809320594855,-117.677003383562,0.013936569105599,Moss_Springs
Mount Gardner,898,WA,WASHINGTON,SNTL,SNOTEL,2920,47.35768,-121.56812,King,33,10/1/1993,1/1/2100,128.62569,10.57047,47.3831884228296,-121.593644342466,0.0360856161590153,Mount_Gardner
Mountain Meadows,650,ID,IDAHO,SNTL,SNOTEL,6320,45.69694,-115.22972,Idaho,49,10/1/1979,1/1/2100,128.19371,8.79194,45.6786562363344,-115.252416123288,0.0291446397487364,Mountain_Meadows
Mowich,941,WA,WASHINGTON,SNTL,SNOTEL,3160,46.92833,-121.95232,Pierce,53,9/30/1998,1/1/2100,190.24815,29.50304,46.9286465064309,-121.966657767123,0.0143412601396828,Mowich
Mt Hood Test Site,651,OR,OREGON,SNTL,SNOTEL,5370,45.32097,-121.7158,Clackamas,5,10/1/1979,1/1/2100,132.34247,5.71019,45.3377497990354,-121.717982150685,0.0169210944468844,Mt_Hood_Test_Site
Mt Rose Ski Area,652,NV,NEVADA,SNTL,SNOTEL,8801,39.31573,-119.89473,Washoe,31,10/1/1980,1/1/2100,350.30005,16.5451,39.3150694067524,-119.915083931507,0.0203646485663405,Mt_Rose_Ski_Area
Mud Flat,654,ID,IDAHO,SNTL,SNOTEL,5730,42.6004,-116.55925,Owyhee,73,10/1/1979,1/1/2100,42.49745,8.53516,42.6104983006431,-116.557963109589,0.0101799687037042,Mud_Flat
Mud Ridge,655,OR,OREGON,SNTL,SNOTEL,4070,45.25362,-121.73673,Clackamas,5,10/1/1978,1/1/2100,45.78577,5.31262,45.2809320594855,-121.717982150685,0.03312748779001,Mud_Ridge
Mule Creek,656,MT,MONTANA,SNTL,SNOTEL,8300,45.40957,-112.95927,Beaverhead,1,10/1/1977,1/1/2100,81.7762,6.16246,45.3945675385852,-112.952166671233,0.016599130340917,Mule_Creek
N Fk Elk Creek,657,MT,MONTANA,SNTL,SNOTEL,6250,46.8716,-113.27725,Powell,77,10/1/1967,1/1/2100,183.63396,11.3886,46.871828766881,-113.263011191781,0.0142406458344785,N_Fk_Elk_Creek
Nevada Ridge,903,MT,MONTANA,SNTL,SNOTEL,7020,46.84234,-112.50787,Lewis and Clark,49,10/1/1977,1/1/2100,288.23193,6.69564,46.8150110273312,-112.516984342466,0.0288087484233442,Nevada_Ridge
New Crescent Lake,660,OR,OREGON,SNTL,SNOTEL,4910,43.51185,-121.97982,Klamath,35,10/1/1979,1/1/2100,119.22533,4.16179,43.5195821334405,-121.966657767123,0.0152653287501534,New_Crescent_Lake
New Fork Lake,661,WY,WYOMING,SNTL,SNOTEL,8340,43.11265,-109.94947,Sublette,35,10/1/1984,1/1/2100,100.35726,3.34828,43.1218579565916,-109.968059273973,0.0207448203519739,New_Fork_Lake
Noisy Basin,664,MT,MONTANA,SNTL,SNOTEL,6040,48.15678,-113.94637,Flathead,29,4/1/1961,1/1/2100,5.98396,28.64606,48.1786367765273,-113.946869136986,0.0218624751090802,Noisy_Basin
North Fork,666,OR,OREGON,SNTL,SNOTEL,3060,45.5505,-122.00283,Multnomah,51,10/1/1978,1/1/2100,25.94527,8.60557,45.5650207572347,-122.028826671233,0.02977716080935,North_Fork
North Fork Jocko,667,MT,MONTANA,SNTL,SNOTEL,6330,47.2726,-113.75617,Missoula,63,4/1/1961,1/1/2100,109.80137,7.2045,47.2695529437299,-113.760362424658,0.00518275760827769,North_Fork_Jocko
North Rapid Creek,920,SD,SOUTH DAKOTA,SNTL,SNOTEL,6130,44.20617,-103.78758,Lawrence,81,8/9/1996,1/1/2100,6.73614,3.86083,44.2013950080386,-104.124182287671,0.336636154644122,North_Rapid_Creek
Northeast Entrance,670,MT,MONTANA,SNTL,SNOTEL,7350,45.00565,-110.01406,Yellowstone National Park,113,10/1/1937,1/1/2100,206.08904,11.60949,44.9968433617363,-110.030228178082,0.0184110526586299,Northeast_Entrance
Ochoco Meadows,671,OR,OREGON,SNTL,SNOTEL,5430,44.42917,-120.3311,Crook,13,10/1/1979,1/1/2100,209.15134,1.12169,44.4286659662379,-120.350266260274,0.0191728866612126,Ochoco_Meadows
Olallie Meadows,672,WA,WASHINGTON,SNTL,SNOTEL,4030,47.37406,-121.44213,King,33,10/1/1979,1/1/2100,344.73218,13.20419,47.3831884228296,-121.469306534247,0.0286686608866505,Olallie_Meadows
Owl Creek,676,WY,WYOMING,SNTL,SNOTEL,8975,43.65868,-109.00988,Hot Springs,17,10/1/1979,1/1/2100,5.90477,17.89786,43.6332176125402,-109.035525712329,0.0361391164254897,Owl_Creek
Park Cone,680,CO,COLORADO,SNTL,SNOTEL,9621,38.81982,-106.58962,Gunnison,51,10/1/1979,1/1/2100,4.49328,17.05311,38.8037097508039,-106.610938452055,0.0267210876871025,Park_Cone
Park Reservoir,682,CO,COLORADO,SNTL,SNOTEL,9987,39.04433,-107.87951,Delta,29,10/1/1978,1/1/2100,16.90535,14.17834,39.0309807090032,-107.854316534247,0.0285116517719405,Park_Reservoir
Parrish Creek,971,UT,UTAH,SNTL,SNOTEL,7740,40.93417,-111.81372,Davis,11,10/1/1999,1/1/2100,256.60416,9.55764,40.9059661141479,-111.83312639726,0.0342354703746161,Parrish_Creek
Peterson Meadows,930,MT,MONTANA,SNTL,SNOTEL,7200,46.12588,-113.30792,Granite,39,10/1/1965,1/1/2100,89.92463,3.00966,46.1331981527331,-113.32518009589,0.0187474336792338,Peterson_Meadows
Phantom Valley,688,CO,COLORADO,SNTL,SNOTEL,9045,40.39803,-105.84606,Grand,49,10/1/1979,1/1/2100,192.11607,5.16541,40.3946064581994,-105.86491160274,0.0191599468769417,Phantom_Valley
Phillips Bench,689,WY,WYOMING,SNTL,SNOTEL,8200,43.51687,-110.91258,Teton,39,3/1/1976,1/1/2100,88.96738,10.13836,43.5195821334405,-110.900592835616,0.0122901496235146,Phillips_Bench
Pickfoot Creek,690,MT,MONTANA,SNTL,SNOTEL,6650,46.57978,-111.26832,Meagher,59,6/1/1977,1/1/2100,71.41703,10.15234,46.5877400691318,-111.273606260274,0.00955548262869922,Pickfoot_Creek
Pine Creek Pass,695,ID,IDAHO,SNTL,SNOTEL,6720,43.56998,-111.21157,Teton,81,10/1/1988,1/1/2100,72.69935,8.08087,43.5763998729904,-111.211437356164,0.00642124315067463,Pine_Creek_Pass
Placer Basin,696,MT,MONTANA,SNTL,SNOTEL,8830,45.41905,-110.08844,Sweet Grass,97,10/1/1976,1/1/2100,54.24606,3.6336,45.3945675385852,-110.092397082192,0.0248001898460729,Placer_Basin
Poison Flat,697,CA,CALIFORNIA,SNTL,SNOTEL,7736,38.50576,-119.62624,Alpine,3,10/1/1980,1/1/2100,11.65286,9.32712,38.5196210530547,-119.604239410959,0.0260029750208714,Poison_Flat
Pole Creek R.S.,698,NV,NEVADA,SNTL,SNOTEL,8360,41.87255,-115.24713,Elko,7,2/1/1977,1/1/2100,4.13332,24.40979,41.8718676864952,-115.252416123288,0.00532997665424383,Pole_Creek_R_S
Poorman Creek,932,MT,MONTANA,SNTL,SNOTEL,5100,48.12672,-115.62333,Lincoln,53,10/1/1968,1/1/2100,135.53735,15.25312,48.1218190369775,-115.625429547945,0.00533174831751275,Poorman_Creek
Pope Ridge,699,WA,WASHINGTON,SNTL,SNOTEL,3590,47.9909,-120.56622,Chelan,7,10/1/1979,1/1/2100,66.0451,7.85886,48.0081835578778,-120.536772972603,0.0341445280452765,Pope_Ridge
Porcupine,700,MT,MONTANA,SNTL,SNOTEL,6500,46.11192,-110.4696,Park,67,10/1/1975,1/1/2100,284.26529,9.94411,46.1331981527331,-110.465410506849,0.021686669559791,Porcupine
Powder River Pass,703,WY,WYOMING,SNTL,SNOTEL,9480,44.16188,-107.12622,Johnson,19,10/1/1949,1/1/2100,178.93996,14.17756,44.1445772684887,-107.108289684931,0.0249174781273272,Powder_River_Pass
Prairie,704,ID,IDAHO,SNTL,SNOTEL,4800,43.50513,-115.573,Elmore,39,10/1/1979,1/1/2100,185.87894,4.52523,43.5195821334405,-115.563260643836,0.017427541980184,Prairie
Quartz Peak,707,WA,WASHINGTON,SNTL,SNOTEL,4700,47.87927,-117.08938,Spokane,63,10/1/1985,1/1/2100,212.8768,13.78173,47.8945480787781,-117.117483246575,0.0319876876189131,Quartz_Peak
Railroad Overpass,710,OR,OREGON,SNTL,SNOTEL,2680,43.65887,-122.21272,Lane,39,10/1/1980,1/1/2100,219.54776,1.08498,43.6332176125402,-122.215333383562,0.0257851654256825,Railroad_Overpass
Rainy Pass,711,WA,WASHINGTON,SNTL,SNOTEL,4890,48.51865,-120.7358,Chelan,7,10/1/1979,1/1/2100,44.93942,14.69438,48.5195432138264,-120.723279684931,0.0125521360877991,Rainy_Pass
Red Hill,712,OR,OREGON,SNTL,SNOTEL,4410,45.4643,-121.70428,Hood River,27,10/1/1978,1/1/2100,350.03311,9.12794,45.451385278135,-121.717982150685,0.0188292053535185,Red_Hill
Red Mountain Pass,713,CO,COLORADO,SNTL,SNOTEL,11080,37.89168,-107.71389,San Juan,111,10/1/1979,1/1/2100,271.98282,13.51336,37.8946259180064,-107.729978726027,0.0163562079368066,Red_Mountain_Pass
Ripple Creek,717,CO,COLORADO,SNTL,SNOTEL,10350,40.10844,-107.29383,Rio Blanco,103,10/1/1985,1/1/2100,208.56447,6.97648,40.1105177604502,-107.29479639726,0.00229150870662696,Ripple_Creek
Roaring River,719,OR,OREGON,SNTL,SNOTEL,4950,43.90098,-122.03063,Lane,39,10/1/1979,1/1/2100,311.00009,4.8932,43.9173063102894,-122.028826671233,0.0164256020379062,Roaring_River
Rock Springs,721,OR,OREGON,SNTL,SNOTEL,5290,44.00883,-118.83842,Grant,23,10/1/1979,1/1/2100,297.30933,17.22338,44.0309417893891,-118.858212561644,0.029676197977824,Rock_Springs
Rocker Peak,722,MT,MONTANA,SNTL,SNOTEL,8000,46.35613,-112.26176,Jefferson,43,10/1/1967,1/1/2100,143.53719,13.46823,46.3604691109325,-112.268308726027,0.00785580653156095,Rocker_Peak
